sp;gen;fam;Growth_Rings;Vessel_porosity;Vessel_arangement;Perforation_plates; Intervessel_pits_arregement;Mean_tangential_diameter_of_vessel_lumina;Ground_tissue_fibres;Septa_in_fibers;Fibre_wall_thickness;Parenchyma_Paratracheal;Type_of_parenchyma_banding;Ray_width;Rays_cellular_composition;list_meanMAP;list_meanMAT;list_meanTS;list_meanPDQ
Gustavia_gigantophylla;Gustavia;LECYTHIDACEAE;1;2;3;0;2;1;0;1;1;1;1;2;3;874.5138889;20.83558432;173.52646;24.40277778
Gustavia_hexapetala;Gustavia;LECYTHIDACEAE;0;2;3;0;2;1;0;1;1;0;1;2;2;2274.515152;25.97065747;60.09074115;228.1818182
Gustavia_nana;Gustavia;LECYTHIDACEAE;1;2;3;0;2;1;0;1;2;0;5;1;3;1330.386207;21.80919475;202.840326;124.0275862
Gymnanthes_lucida;Gymnanthes;EUPHORBIACEAE;0;2;3;0;2;1;0;1;2;0;1;3;3;1706.895639;24.13297089;208.9147569;123.5046729
Haenianthus_salicifolius;Haenianthus;OLEACEAE;1;2;3;0;2;0;0;1;2;0;1;0;4;2629.425287;24.62890331;72.00462297;185.7097701
Hamelia_longipes;Hamelia;RUBIACEAE;1;2;3;0;2;2;0;1;1;1;5;1;0;2667.636364;26.09583667;44.61947634;458.4545455
Hancornia_speciosa;Hancornia;APOCYNACEAE;1;2;3;0;2;1;0;0;1;1;5;2;4;2369.310598;25.64656049;65.67834291;286.5183631
Handroanthus_capitatus;Handroanthus;BIGNONIACEAE;1;2;3;0;2;1;0;1;2;1;4;1;0;2421.78125;25.6421627;55.43685872;311.78125
Handroanthus_chrysanthus;Handroanthus;BIGNONIACEAE;1;2;3;0;2;2;0;1;2;1;4;1;0;1664.717934;20.99742953;269.8610763;170.9877031
Handroanthus_chrysotrichus;Handroanthus;BIGNONIACEAE;1;2;3;0;2;1;0;1;2;1;4;1;0;960.5588235;23.2877166;343.2170973;96.35294118
Handroanthus_heptaphyllus;Handroanthus;BIGNONIACEAE;0;2;3;0;2;2;0;1;2;1;5;1;0;902.6428571;24.06273261;88.20324503;14.57142857
Handroanthus_impetiginosus;Handroanthus;BIGNONIACEAE;1;2;3;0;2;1;0;1;2;1;4;1;0;2611.909091;26.10803912;49.76604948;244.2727273
Handroanthus_ochraceus;Handroanthus;BIGNONIACEAE;0;2;3;0;2;1;0;1;1;1;4;1;0;2337.55;26.56395359;39.92043819;276.875
Handroanthus_serratifolius;Handroanthus;BIGNONIACEAE;1;2;3;0;2;1;0;1;2;1;4;2;2;874.5138889;20.83558432;173.52646;24.40277778
Haploclathra_paniculata;Haploclathra;CALOPHYLLACEAE;1;2;3;2;2;2;0;1;2;1;4;1;0;2274.515152;25.97065747;60.09074115;228.1818182
Haploclathra_SPP.;Haploclathra;CALOPHYLLACEAE;1;2;1;0;2;1;1;1;2;1;5;0;2;1330.386207;21.80919475;202.840326;124.0275862
Haplorhus_peruviana;Haplorhus;ANACARDIACEAE;1;2;1;0;2;2;0;1;2;1;5;0;5;1706.895639;24.13297089;208.9147569;123.5046729
Hasseltia_floribunda;Hasseltia;SALICACEAE;1;2;1;0;2;1;0;1;2;1;5;2;0;2629.425287;24.62890331;72.00462297;185.7097701
Hasseltia_spp.;Hasseltia;SALICACEAE;1;2;3;0;2;1;0;0;1;0;5;1;4;2667.636364;26.09583667;44.61947634;458.4545455
Hebepetalum_humiriifolium;Hebepetalum;LINACEAE;1;2;3;0;1;1;0;0;1;1;5;1;4;2369.310598;25.64656049;65.67834291;286.5183631
Hedyosmum_goudotianum;Hedyosmum;CHLORANTHACEAE;1;2;3;0;2;1;1;0;1;0;5;2;4;2421.78125;25.6421627;55.43685872;311.78125
Heisteria_insculpta;Heisteria;OLACACEAE;1;2;3;1;0;1;0;0;0;0;5;3;1;1664.717934;20.99742953;269.8610763;170.9877031
Heisteria_macrophylla;Heisteria;OLACACEAE;1;2;3;1;1;1;2;1;2;0;5;1;4;960.5588235;23.2877166;343.2170973;96.35294118
Heisteria_SPP.;Heisteria;OLACACEAE;1;2;3;1;1;1;1;1;2;0;5;1;4;902.6428571;24.06273261;88.20324503;14.57142857
Helicostylis_pedunculata;Helicostylis;MORACEAE;1;2;3;0;2;1;0;1;1;1;5;1;2;2611.909091;26.10803912;49.76604948;244.2727273
Helicostylis_scabra;Helicostylis;MORACEAE;1;2;3;0;2;2;0;1;2;1;5;1;2;2337.55;26.56395359;39.92043819;276.875
Helicostylis_SPP.;Helicostylis;MORACEAE;1;2;3;0;2;2;0;1;2;1;5;1;2;874.5138889;20.83558432;173.52646;24.40277778
Helicostylis_tomentosa;Helicostylis;MORACEAE;1;2;1;0;2;2;0;1;1;1;4;2;2;2274.515152;25.97065747;60.09074115;228.1818182
Helicostylis_turbinata;Helicostylis;MORACEAE;1;2;3;0;2;2;0;1;2;1;0;2;3;1330.386207;21.80919475;202.840326;124.0275862
Helietta_lucida;Helietta;RUTACEAE;0;1;3;0;2;3;0;1;1;0;1;2;2;1706.895639;24.13297089;208.9147569;123.5046729
Henriettea_multiflora;Henriettea;MELASTOMATACEAE;0;2;3;0;2;1;0;1;2;1;4;1;2;2629.425287;24.62890331;72.00462297;185.7097701
Henriettea_SPP.;Henriettea;MELASTOMATACEAE;1;2;3;0;2;2;0;0;1;1;5;0;1;2667.636364;26.09583667;44.61947634;458.4545455
Henriettella_caudata;Henriettella;MELASTOMATACEAE;1;2;3;0;2;1;0;1;1;1;5;0;5;2369.310598;25.64656049;65.67834291;286.5183631
Henriettella_SPP.;Henriettella;MELASTOMATACEAE;1;2;3;0;2;1;0;0;1;0;1;0;1;2421.78125;25.6421627;55.43685872;311.78125
Henriquezia_macrophylla;Henriquezia;RUBIACEAE;1;2;3;0;2;1;0;0;1;0;5;1;1;1664.717934;20.99742953;269.8610763;170.9877031
Hernandia_guianensis;Hernandia;HERNANDIACEAE;1;2;3;0;2;2;2;1;2;1;5;0;4;960.5588235;23.2877166;343.2170973;96.35294118
Hernandia_sonora;Hernandia;HERNANDIACEAE;1;2;3;0;2;2;0;1;0;1;5;1;0;902.6428571;24.06273261;88.20324503;14.57142857
Heteropetalum_brasiliense;Heteropetalum;ANNONACEAE;1;2;3;0;2;1;2;1;1;1;5;1;0;2611.909091;26.10803912;49.76604948;244.2727273
Heteropterys_nitida;Heteropterys;MALPIGHIACEAE;1;2;3;0;2;1;2;1;0;1;3;1;0;2337.55;26.56395359;39.92043819;276.875
Heteropterys_serrata;Heteropterys;MALPIGHIACEAE;0;2;3;0;2;2;0;0;1;1;4;1;5;874.5138889;20.83558432;173.52646;24.40277778
Heteropterys_SP.;Heteropterys;MALPIGHIACEAE;0;2;3;0;2;2;0;0;1;1;4;2;5;2274.515152;25.97065747;60.09074115;228.1818182
Heterosavia_bahamensis;Heterosavia;PHYLLANTHACEAE;1;2;3;0;2;2;0;0;2;1;5;1;4;1330.386207;21.80919475;202.840326;124.0275862
Hevea_brasiliensis;Hevea;EUPHORBIACEAE;1;2;3;0;2;1;0;1;1;1;5;0;1;1706.895639;24.13297089;208.9147569;123.5046729
Hevea_guianensis;Hevea;EUPHORBIACEAE;1;2;3;0;2;2;0;1;0;0;1;1;3;2629.425287;24.62890331;72.00462297;185.7097701
Hevea_SPP.;Hevea;EUPHORBIACEAE;1;2;3;0;2;3;0;1;0;0;2;1;4;2667.636364;26.09583667;44.61947634;458.4545455
Hieronyma_alchorneoides;Hieronyma;PHYLLANTHACEAE;1;2;3;0;2;2;0;1;1;0;1;1;3;2369.310598;25.64656049;65.67834291;286.5183631
Hieronyma_oblonga;Hieronyma;PHYLLANTHACEAE;1;2;3;0;2;3;1;1;1;0;5;2;4;2421.78125;25.6421627;55.43685872;311.78125
Hillia_illustris;Hillia;RUBIACEAE;1;2;3;1;2;1;2;1;1;0;5;2;4;1664.717934;20.99742953;269.8610763;170.9877031
Himatanthus_articulatus;Himatanthus;APOCYNACEAE;1;2;3;0;2;3;0;1;1;0;0;2;2;960.5588235;23.2877166;343.2170973;96.35294118
Himatanthus_obovatus;Himatanthus;APOCYNACEAE;1;2;3;0;2;2;1;1;2;1;5;0;1;902.6428571;24.06273261;88.20324503;14.57142857
Himatanthus_sucuuba;Himatanthus;APOCYNACEAE;1;2;3;0;2;2;1;1;1;0;5;1;5;2611.909091;26.10803912;49.76604948;244.2727273
Hippocratea_volubilis;Hippocratea;CELASTRACEAE;1;2;3;0;2;2;1;1;2;0;5;0;1;2337.55;26.56395359;39.92043819;276.875
Hippomane_mancinella;Hippomane;EUPHORBIACEAE;1;2;3;0;2;3;1;0;1;1;5;2;2;874.5138889;20.83558432;173.52646;24.40277778
Hippotis_SP.;Hippotis;RUBIACEAE;1;2;3;0;2;2;0;1;1;0;1;0;5;2274.515152;25.97065747;60.09074115;228.1818182
Hirtella_americana;Hirtella;CHRYSOBALANACEAE;1;2;3;0;2;1;0;0;1;0;5;2;4;1330.386207;21.80919475;202.840326;124.0275862
Hirtella_SPP.;Hirtella;CHRYSOBALANACEAE;1;2;3;0;2;2;1;1;2;0;2;0;5;1706.895639;24.13297089;208.9147569;123.5046729
Homalium_racemosa;Homalium;SALICACEAE;1;2;3;0;2;2;1;1;2;0;1;0;5;2629.425287;24.62890331;72.00462297;185.7097701
Homalium_SPP.;Homalium;SALICACEAE;1;2;3;0;2;1;0;0;1;0;5;2;4;2667.636364;26.09583667;44.61947634;458.4545455
Hortia_longifolia;Hortia;RUTACEAE;1;2;3;0;2;2;1;0;2;1;5;2;4;2369.310598;25.64656049;65.67834291;286.5183631
Hortia_SP.;Hortia;RUTACEAE;1;2;3;0;2;1;0;1;2;1;5;1;3;2421.78125;25.6421627;55.43685872;311.78125
Huberia_consimilis;Huberia;MELASTOMATACEAE;1;2;3;0;2;2;0;1;2;1;5;2;0;1664.717934;20.99742953;269.8610763;170.9877031
Huberia_glazioviana;Huberia;MELASTOMATACEAE;1;2;3;0;2;2;2;0;0;0;5;1;1;960.5588235;23.2877166;343.2170973;96.35294118
Huberia_semiserrata;Huberia;MELASTOMATACEAE;0;2;3;0;2;1;0;0;1;0;5;0;1;902.6428571;24.06273261;88.20324503;14.57142857
Huertea_glandulosa;Huertea;TAPISCIACEAE;1;2;3;0;2;2;0;1;0;1;5;0;1;2611.909091;26.10803912;49.76604948;244.2727273
Huertea_SPP.;Huertea;TAPISCIACEAE;1;2;3;1;1;2;0;1;1;0;5;2;4;2337.55;26.56395359;39.92043819;276.875
Humiria_balsamifera;Humiria;HUMIRIACEAE;1;2;3;0;2;2;0;1;2;1;5;0;1;874.5138889;20.83558432;173.52646;24.40277778
Humiriastrum_excelsum;Humiriastrum;HUMIRIACEAE;1;2;3;1;2;2;1;1;2;1;5;1;4;2274.515152;25.97065747;60.09074115;228.1818182
Humiriastrum_procerum;Humiriastrum;HUMIRIACEAE;1;2;3;1;2;2;2;1;2;1;5;1;4;1330.386207;21.80919475;202.840326;124.0275862
Hura_crepitans;Hura;EUPHORBIACEAE;1;2;1;1;1;2;1;1;2;1;5;1;4;1706.895639;24.13297089;208.9147569;123.5046729
Hybanthus_prunifolius;Hybanthus;VIOLACEAE;1;2;3;0;2;3;0;1;0;0;1;0;0;2629.425287;24.62890331;72.00462297;185.7097701
Hydrangea_SPP.;Hydrangea;HYDRANGEACEAE;1;2;1;0;2;0;0;0;1;0;5;1;1;2667.636364;26.09583667;44.61947634;458.4545455
Hyperbaena_domingensis;Hyperbaena;MENISPERMACEAE;1;2;3;0;2;1;0;1;2;1;4;1;2;2369.310598;25.64656049;65.67834291;286.5183631
Ilex_amplifolia;Ilex;AQUIFOLIACEAE;1;2;3;0;2;1;2;1;1;0;5;3;5;2421.78125;25.6421627;55.43685872;311.78125
Ilex_caliana;Ilex;AQUIFOLIACEAE;1;2;3;1;1;1;1;1;1;0;5;3;4;1664.717934;20.99742953;269.8610763;170.9877031
Ilex_casiquiarensis;Ilex;AQUIFOLIACEAE;1;2;3;1;1;1;1;1;1;0;5;2;3;960.5588235;23.2877166;343.2170973;96.35294118
Ilex_daphnogenea;Ilex;AQUIFOLIACEAE;1;2;3;1;1;1;1;1;1;0;5;2;4;902.6428571;24.06273261;88.20324503;14.57142857
Ilex_dumosa;Ilex;AQUIFOLIACEAE;1;2;3;1;1;1;0;1;1;1;5;2;4;2611.909091;26.10803912;49.76604948;244.2727273
Ilex_guianensis;Ilex;AQUIFOLIACEAE;1;2;3;1;1;1;1;1;1;0;5;2;3;2337.55;26.56395359;39.92043819;276.875
Ilex_jenmanii;Ilex;AQUIFOLIACEAE;1;2;3;1;0;1;1;1;1;0;5;2;3;874.5138889;20.83558432;173.52646;24.40277778
Ilex_myricoides;Ilex;AQUIFOLIACEAE;1;2;3;1;2;1;1;1;1;0;5;2;2;2274.515152;25.97065747;60.09074115;228.1818182
Ilex_ovalifolia;Ilex;AQUIFOLIACEAE;1;2;3;1;1;1;1;1;1;0;5;2;4;1330.386207;21.80919475;202.840326;124.0275862
Ilex_parviflora;Ilex;AQUIFOLIACEAE;1;2;1;1;2;1;1;1;1;0;5;3;4;1706.895639;24.13297089;208.9147569;123.5046729
Ilex_repanda;Ilex;AQUIFOLIACEAE;1;2;3;1;0;1;1;1;1;0;5;2;2;2629.425287;24.62890331;72.00462297;185.7097701
Ilex_sideroxyloides;Ilex;AQUIFOLIACEAE;0;2;3;1;2;1;1;1;1;0;5;2;2;2667.636364;26.09583667;44.61947634;458.4545455
Ilex_theezans;Ilex;AQUIFOLIACEAE;1;2;3;1;1;1;1;1;1;0;5;3;2;2369.310598;25.64656049;65.67834291;286.5183631
Ilex_tolucana;Ilex;AQUIFOLIACEAE;0;2;3;1;1;1;2;1;1;0;5;2;5;2421.78125;25.6421627;55.43685872;311.78125
Illicium_SPP.;Illicium;ILLICIACEAE;1;2;1;1;1;0;1;1;1;0;5;2;4;1664.717934;20.99742953;269.8610763;170.9877031
Iochroma_arborescens;Iochroma;SOLANACEAE;0;2;3;1;1;1;0;1;1;1;5;1;3;960.5588235;23.2877166;343.2170973;96.35294118
Iochroma_gesnerioides;Iochroma;SOLANACEAE;1;2;3;0;2;1;0;1;2;1;5;2;0;902.6428571;24.06273261;88.20324503;14.57142857
Iresine_SP.;Iresine;AMARANTHACEAE;1;2;3;0;2;2;1;1;1;0;1;2;5;2611.909091;26.10803912;49.76604948;244.2727273
Iryanthera_grandis;Iryanthera;MYRISTICACEAE;1;2;3;0;2;2;0;1;1;1;0;2;2;2337.55;26.56395359;39.92043819;276.875
Iryanthera_juruensis;Iryanthera;MYRISTICACEAE;1;2;3;1;1;2;0;1;1;1;1;1;3;874.5138889;20.83558432;173.52646;24.40277778
Iryanthera_laevis;Iryanthera;MYRISTICACEAE;0;2;3;1;2;2;0;1;1;1;4;1;4;2274.515152;25.97065747;60.09074115;228.1818182
Iryanthera_sagotiana;Iryanthera;MYRISTICACEAE;1;2;3;2;2;2;0;1;1;1;4;1;4;1330.386207;21.80919475;202.840326;124.0275862
Isertia_parviflora;Isertia;RUBIACEAE;1;2;3;0;2;1;1;1;1;1;5;1;4;1706.895639;24.13297089;208.9147569;123.5046729
Jacaranda_brasiliana;Jacaranda;BIGNONIACEAE;1;2;3;0;2;1;1;1;2;0;5;1;4;2629.425287;24.62890331;72.00462297;185.7097701
Jacaranda_caroba;Jacaranda;BIGNONIACEAE;1;2;3;0;2;1;0;1;1;1;1;0;0;2667.636364;26.09583667;44.61947634;458.4545455
Jacaranda_copaia;Jacaranda;BIGNONIACEAE;0;2;3;0;2;1;0;1;0;1;5;1;2;2369.310598;25.64656049;65.67834291;286.5183631
Jacaranda_mimosifolia;Jacaranda;BIGNONIACEAE;1;2;3;0;2;3;0;1;1;1;4;1;2;2421.78125;25.6421627;55.43685872;311.78125
Jacaranda_obtusifolia;Jacaranda;BIGNONIACEAE;0;2;3;0;2;1;0;1;1;1;1;0;0;1664.717934;20.99742953;269.8610763;170.9877031
Jacaranda_sect.;Jacaranda;BIGNONIACEAE;1;2;3;0;2;2;0;1;1;1;4;1;0;960.5588235;23.2877166;343.2170973;96.35294118
Jacaranda_semiserrata;Jacaranda;BIGNONIACEAE;1;2;3;0;2;1;0;1;1;1;1;1;5;902.6428571;24.06273261;88.20324503;14.57142857
Jacquinia_armillaris;Jacquinia;PRIMULACEAE;1;2;0;0;2;1;0;1;1;1;4;1;2;2611.909091;26.10803912;49.76604948;244.2727273
Jacquinia_caracasana;Jacquinia;PRIMULACEAE;1;2;3;0;2;1;0;1;1;1;5;2;3;2337.55;26.56395359;39.92043819;276.875
Jasminum_grandiflorum;Jasminum;OLEACEAE;1;2;3;0;2;0;0;1;1;1;5;3;2;874.5138889;20.83558432;173.52646;24.40277778
Jatropha_curcas;Jatropha;EUPHORBIACEAE;1;2;3;0;2;1;2;1;1;1;5;1;3;2274.515152;25.97065747;60.09074115;228.1818182
Joannesia_heveoides;Joannesia;EUPHORBIACEAE;1;2;3;0;2;3;1;1;2;1;2;1;5;1330.386207;21.80919475;202.840326;124.0275862
Jodina_rhombifolia;Jodina;SANTALACEAE;1;2;3;0;2;3;1;1;1;0;5;0;5;1706.895639;24.13297089;208.9147569;123.5046729
Juglans_neotropica;Juglans;JUGLANDACEAE;1;2;2;0;2;0;1;1;1;1;5;2;2;2629.425287;24.62890331;72.00462297;185.7097701
Juglans_SPP.;Juglans;JUGLANDACEAE;1;2;3;0;2;2;0;1;1;0;1;1;3;2667.636364;26.09583667;44.61947634;458.4545455
Kielmeyera_argentea;Kielmeyera;CALOPHYLLACEAE;1;2;3;0;2;1;0;1;1;1;4;2;3;2369.310598;25.64656049;65.67834291;286.5183631
Kielmeyera_excelsa;Kielmeyera;CALOPHYLLACEAE;0;2;3;0;2;2;0;1;1;0;1;0;4;2421.78125;25.6421627;55.43685872;311.78125
Kielmeyera_SPP.;Kielmeyera;CALOPHYLLACEAE;1;2;3;0;2;1;2;1;1;1;0;1;1;1664.717934;20.99742953;269.8610763;170.9877031
Koeberlinia_spinosa;Koeberlinia;KOEBERLINIACEAE;1;2;3;2;2;2;1;1;1;1;1;0;5;960.5588235;23.2877166;343.2170973;96.35294118
Krameria_cytisoides;Krameria;KRAMERIACEAE;0;0;3;0;2;2;2;1;2;0;5;2;0;902.6428571;24.06273261;88.20324503;14.57142857
Krameria_spp.;Krameria;KRAMERIACEAE;1;1;3;0;2;1;1;1;2;1;5;0;5;2611.909091;26.10803912;49.76604948;244.2727273
Krugiodendron_ferreum;Krugiodendron;RHAMNACEAE;1;2;3;0;2;0;2;1;2;0;4;0;1;2337.55;26.56395359;39.92043819;276.875
Lacistema_aggregatum;Lacistema;LACISTEMETACEAE;1;2;3;2;2;1;0;0;1;0;5;2;4;874.5138889;20.83558432;173.52646;24.40277778
Lacistema_hasslerianum;Lacistema;LACISTEMETACEAE;1;2;1;1;2;0;0;1;1;0;5;1;4;2274.515152;25.97065747;60.09074115;228.1818182
Lacistema_pubescens;Lacistema;LACISTEMETACEAE;1;2;3;1;1;1;0;0;2;0;5;1;4;1330.386207;21.80919475;202.840326;124.0275862
Lacmellea_lactescens;Lacmellea;APOCYNACEAE;1;2;3;2;1;1;0;0;1;0;5;1;4;1706.895639;24.13297089;208.9147569;123.5046729
Lacmellea_SPP.;Lacmellea;APOCYNACEAE;1;2;3;0;2;1;1;1;1;0;1;1;3;2629.425287;24.62890331;72.00462297;185.7097701
Lacunaria_macrostachya;Lacunaria;OCHNACEAE;1;2;3;0;2;1;0;1;1;0;1;1;4;2667.636364;26.09583667;44.61947634;458.4545455
Ladenbergia_lambertiana;Ladenbergia;RUBIACEAE;1;2;3;0;2;1;2;1;2;0;5;1;4;2369.310598;25.64656049;65.67834291;286.5183631
Ladenbergia_pavonii;Ladenbergia;RUBIACEAE;1;2;3;0;2;1;2;1;1;1;5;1;4;2421.78125;25.6421627;55.43685872;311.78125
Laetia_corymbulosa;Laetia;SALICACEAE;1;2;3;0;2;2;1;1;1;0;5;2;4;1664.717934;20.99742953;269.8610763;170.9877031
Laetia_cupulata;Laetia;SALICACEAE;1;2;3;0;2;1;0;1;2;0;5;2;4;960.5588235;23.2877166;343.2170973;96.35294118
Laetia_micrantha;Laetia;SALICACEAE;1;2;3;0;2;1;1;0;2;0;5;3;4;902.6428571;24.06273261;88.20324503;14.57142857
Laetia_procera;Laetia;SALICACEAE;0;2;3;0;2;1;0;0;2;0;5;2;3;2611.909091;26.10803912;49.76604948;244.2727273
Laetia_SPP.;Laetia;SALICACEAE;1;2;3;0;2;2;0;0;1;0;5;2;4;2337.55;26.56395359;39.92043819;276.875
Lafoensia_pacari;Lafoensia;LYTHRACEAE;1;2;3;0;2;1;1;0;2;0;5;2;4;874.5138889;20.83558432;173.52646;24.40277778
Lafoensia_punicifolia;Lafoensia;LYTHRACEAE;0;2;3;0;2;1;0;0;1;1;5;0;2;2274.515152;25.97065747;60.09074115;228.1818182
Laguncularia_racemosa;Laguncularia;COMBRETACEAE;1;2;3;0;2;1;0;0;1;1;5;1;3;1330.386207;21.80919475;202.840326;124.0275862
Lamanonia_SPP.;Lamanonia;CUNONIACEAE;1;2;3;0;2;1;0;1;1;1;5;0;0;1706.895639;24.13297089;208.9147569;123.5046729
Lamanonia_ternata;Lamanonia;CUNONIACEAE;0;2;3;0;1;1;0;1;1;0;5;1;4;2629.425287;24.62890331;72.00462297;185.7097701
Lantana_camara;Lantana;VERBENACEAE;0;2;1;1;2;1;2;1;1;0;1;1;4;2667.636364;26.09583667;44.61947634;458.4545455
Lardizabala_biternata;Lardizabala;LARDIZABALACEAE;1;2;3;0;2;1;0;1;1;1;5;2;1;2369.310598;25.64656049;65.67834291;286.5183631
Larrea_cuneifolia;Larrea;ZYGOPHYLLACEAE;1;2;3;1;2;1;1;1;1;1;5;2;2;2421.78125;25.6421627;55.43685872;311.78125
Leandra_breviflora;Leandra;MELASTOMATACEAE;0;2;3;0;2;0;1;1;2;0;1;1;2;1664.717934;20.99742953;269.8610763;170.9877031
Leandra_dichotoma;Leandra;MELASTOMATACEAE;1;2;3;0;2;0;0;1;1;1;5;1;1;960.5588235;23.2877166;343.2170973;96.35294118
Lecythis_chartacea;Lecythis;LECYTHIDACEAE;1;2;3;0;2;0;0;1;1;1;5;0;1;902.6428571;24.06273261;88.20324503;14.57142857
Lecythis_confertiflora;Lecythis;LECYTHIDACEAE;1;2;3;0;2;3;0;1;2;0;0;2;2;2611.909091;26.10803912;49.76604948;244.2727273
Lecythis_corrugata;Lecythis;LECYTHIDACEAE;1;2;3;0;2;2;0;1;1;1;1;1;0;2337.55;26.56395359;39.92043819;276.875
Lecythis_lurida;Lecythis;LECYTHIDACEAE;1;2;3;0;2;2;0;1;2;1;1;1;0;874.5138889;20.83558432;173.52646;24.40277778
Lecythis_pisonis;Lecythis;LECYTHIDACEAE;1;2;3;0;2;2;0;1;2;0;0;2;3;2274.515152;25.97065747;60.09074115;228.1818182
Lecythis_SPP.;Lecythis;LECYTHIDACEAE;1;2;3;0;2;3;0;1;2;0;1;1;0;1330.386207;21.80919475;202.840326;124.0275862
Lecythis_zabucajo;Lecythis;LECYTHIDACEAE;1;2;3;0;2;2;1;1;2;0;0;1;4;1706.895639;24.13297089;208.9147569;123.5046729
Leonia_cymosa;Leonia;VIOLACEAE;1;2;3;0;2;3;0;1;2;1;1;1;0;2629.425287;24.62890331;72.00462297;185.7097701
Leonia_glycycarpa;Leonia;VIOLACEAE;1;2;3;1;1;1;0;1;2;0;5;2;4;2667.636364;26.09583667;44.61947634;458.4545455
Leonia_SP.;Leonia;VIOLACEAE;1;2;3;1;1;0;0;1;1;0;5;2;4;2369.310598;25.64656049;65.67834291;286.5183631
Leptocereus_arboreus;Leptocereus;CACTACEAE;1;2;1;0;2;1;0;1;2;0;3;1;0;2421.78125;25.6421627;55.43685872;311.78125
Licania_alba;Licania;CHRYSOBALANACEAE;1;2;0;0;2;2;2;1;1;1;0;2;5;1664.717934;20.99742953;269.8610763;170.9877031
Licania_arborea;Licania;CHRYSOBALANACEAE;1;2;1;0;2;2;2;1;2;0;2;0;2;960.5588235;23.2877166;343.2170973;96.35294118
Licania_campestre;Licania;CHRYSOBALANACEAE;1;2;1;0;2;3;1;1;2;0;2;1;2;902.6428571;24.06273261;88.20324503;14.57142857
Licania_emarginata;Licania;CHRYSOBALANACEAE;0;2;1;0;2;3;2;1;2;0;1;1;3;2611.909091;26.10803912;49.76604948;244.2727273
Licania_SPP.;Licania;CHRYSOBALANACEAE;1;2;1;0;2;2;1;1;2;0;1;0;2;2337.55;26.56395359;39.92043819;276.875
Licaria_cannella;Licaria;LAURACEAE;1;2;3;0;2;1;0;0;2;1;5;1;3;874.5138889;20.83558432;173.52646;24.40277778
Licaria_cayennensis;Licaria;LAURACEAE;1;2;3;0;2;2;0;0;2;1;5;1;2;2274.515152;25.97065747;60.09074115;228.1818182
Licaria_chrysophylla;Licaria;LAURACEAE;1;2;3;0;2;2;0;1;2;1;5;1;3;1330.386207;21.80919475;202.840326;124.0275862
Licaria_rigida;Licaria;LAURACEAE;1;2;3;0;2;2;0;0;1;1;5;1;2;1706.895639;24.13297089;208.9147569;123.5046729
Licaria_subbullata;Licaria;LAURACEAE;1;2;3;0;2;2;0;0;2;1;5;1;0;2629.425287;24.62890331;72.00462297;185.7097701
Licaria_subgrp;Licaria;LAURACEAE;1;2;3;0;2;2;0;0;2;1;4;1;3;2667.636364;26.09583667;44.61947634;458.4545455
Licaria_triandra;Licaria;LAURACEAE;1;2;1;0;2;1;0;0;1;1;5;1;2;2369.310598;25.64656049;65.67834291;286.5183631
Lissocarpa_guianensis;Lissocarpa;LISSOCARPACEAE;0;2;3;1;0;1;1;1;1;0;5;1;3;2421.78125;25.6421627;55.43685872;311.78125
Lithraea_molleoides;Lithraea;ANACARDIACEAE;0;2;3;2;2;1;0;0;2;1;5;1;3;1664.717934;20.99742953;269.8610763;170.9877031
Lophanthera_pendula;Lophanthera;MALPIGHIACEAE;1;2;3;0;2;1;0;1;0;1;5;0;5;960.5588235;23.2877166;343.2170973;96.35294118
Loreya_arborescens;Loreya;MELASTOMATACEAE;1;2;1;0;2;1;1;1;2;1;5;1;4;902.6428571;24.06273261;88.20324503;14.57142857
Lorostemon_SPP.;Lorostemon;CLUSIACEAE;1;2;3;0;2;2;0;1;1;1;5;0;5;2611.909091;26.10803912;49.76604948;244.2727273
Loxopterygium_grisebachii;Loxopterygium;ANACARDIACEAE;1;2;3;0;2;2;0;1;2;0;1;0;3;2337.55;26.56395359;39.92043819;276.875
Loxopterygium_huasango;Loxopterygium;ANACARDIACEAE;0;2;3;0;2;2;0;0;1;1;5;1;3;874.5138889;20.83558432;173.52646;24.40277778
Loxopterygium_sagotii;Loxopterygium;ANACARDIACEAE;1;2;3;0;2;2;0;0;2;1;5;1;3;2274.515152;25.97065747;60.09074115;228.1818182
Lozania_pittieri;Lozania;LACISTEMETACEAE;1;2;3;0;2;2;0;0;1;1;5;1;2;1330.386207;21.80919475;202.840326;124.0275862
Lunania_SP.;Lunania;SALICACEAE;1;2;3;0;2;2;0;0;1;0;5;2;4;1706.895639;24.13297089;208.9147569;123.5046729
Lycianthes_cuneata;Lycianthes;SOLANACEAE;1;2;3;1;2;1;1;0;1;0;5;2;4;2629.425287;24.62890331;72.00462297;185.7097701
Lyonia_jamaicensis;Lyonia;ERICACEAE;0;2;1;0;2;0;0;1;1;1;4;0;1;2667.636364;26.09583667;44.61947634;458.4545455
Mabea_argutissima;Mabea;EUPHORBIACEAE;1;2;3;0;2;0;1;0;2;1;5;1;3;2369.310598;25.64656049;65.67834291;286.5183631
Mabea_piriri;Mabea;EUPHORBIACEAE;1;2;3;0;2;2;0;1;1;0;1;0;5;2421.78125;25.6421627;55.43685872;311.78125
