sp;gen;fam;Growth_Rings;Vessel_porosity;Vessel_arangement;Perforation_plates; Intervessel_pits_arregement;Mean_tangential_diameter_of_vessel_lumina;Ground_tissue_fibres;Septa_in_fibers;Fibre_wall_thickness;Parenchyma_Paratracheal;Type_of_parenchyma_banding;Ray_width;Rays_cellular_composition;list_meanMAP;list_meanMAT;list_meanTS;list_meanPDQ
Salacia_SPP.;Salacia;CELASTRACEAE;1;2;3;1;2;2;1;1;2;1;5;1;4;1330.386207;21.80919475;202.840326;124.0275862
Salvia_candicans;Salvia;LAMIACEAE;1;2;3;0;2;2;1;1;2;1;5;0;2;1706.895639;24.13297089;208.9147569;123.5046729
Samyda_SP.;Samyda;SALICACEAE;1;2;3;0;2;2;0;1;2;0;0;2;2;2629.425287;24.62890331;72.00462297;185.7097701
Sandemania_hoehnei;Sandemania;MELASTOMATACEAE;0;1;1;0;2;1;0;1;1;1;5;2;4;2667.636364;26.09583667;44.61947634;458.4545455
Sapindus_saponaria;Sapindus;SAPINDACEAE;1;2;1;0;2;0;1;0;1;0;5;1;4;2369.310598;25.64656049;65.67834291;286.5183631
Sapium_laurifolium;Sapium;EUPHORBIACEAE;1;2;3;0;2;2;0;0;2;1;4;1;0;2421.78125;25.6421627;55.43685872;311.78125
Sapium_laurocerasus;Sapium;EUPHORBIACEAE;1;2;3;0;2;3;0;1;1;0;2;0;5;1664.717934;20.99742953;269.8610763;170.9877031
Sapium_stylare;Sapium;EUPHORBIACEAE;1;2;3;0;2;2;0;1;1;0;5;1;0;960.5588235;23.2877166;343.2170973;96.35294118
Sapranthus_microcarpus;Sapranthus;ANNONACEAE;1;2;3;0;2;1;0;0;1;0;2;1;5;902.6428571;24.06273261;88.20324503;14.57142857
Sapranthus_SPP.;Sapranthus;ANNONACEAE;1;2;3;0;2;2;1;1;1;1;1;0;2;2611.909091;26.10803912;49.76604948;244.2727273
Sarcaulus_brasiliensis;Sarcaulus;SAPOTACEAE;1;2;3;0;2;1;0;1;1;0;3;2;4;2337.55;26.56395359;39.92043819;276.875
Saurauia_yasicae;Saurauia;ACTINIDIACEAE;1;2;3;0;2;1;0;1;1;0;3;2;2;874.5138889;20.83558432;173.52646;24.40277778
Scalesia_helleri;Scalesia;ASTERACEAE;1;2;3;1;1;2;1;1;1;1;5;3;4;2274.515152;25.97065747;60.09074115;228.1818182
Scalesia_pedunculata;Scalesia;ASTERACEAE;1;2;1;0;2;1;0;1;2;0;5;1;4;1330.386207;21.80919475;202.840326;124.0275862
Schaefferia_frutescens;Schaefferia;CELASTRACEAE;1;2;3;0;2;1;0;1;1;1;5;1;1;1706.895639;24.13297089;208.9147569;123.5046729
Schefflera_decaphylla;Schefflera;ARALIACEAE;1;2;3;0;2;1;0;1;1;1;5;2;3;2629.425287;24.62890331;72.00462297;185.7097701
Schefflera_group;Schefflera;ARALIACEAE;1;2;3;0;2;1;2;1;1;0;5;1;2;2667.636364;26.09583667;44.61947634;458.4545455
Schefflera_vinosa;Schefflera;ARALIACEAE;1;2;3;0;2;2;0;0;0;1;5;2;2;2369.310598;25.64656049;65.67834291;286.5183631
Schinopsis_balansae;Schinopsis;ANACARDIACEAE;1;2;3;1;2;1;0;0;1;1;5;1;3;2421.78125;25.6421627;55.43685872;311.78125
Schinopsis_brasiliensis;Schinopsis;ANACARDIACEAE;0;2;3;0;0;1;0;0;1;1;5;1;2;1664.717934;20.99742953;269.8610763;170.9877031
Schinopsis_lorentzii;Schinopsis;ANACARDIACEAE;1;2;3;0;2;2;0;0;1;1;4;2;2;960.5588235;23.2877166;343.2170973;96.35294118
Schinus_aff.;Schinus;ANACARDIACEAE;0;2;3;0;2;2;0;1;2;1;5;1;2;902.6428571;24.06273261;88.20324503;14.57142857
Schinus_molle;Schinus;ANACARDIACEAE;1;2;3;0;2;2;0;0;2;1;1;1;2;2611.909091;26.10803912;49.76604948;244.2727273
Schinus_spp;Schinus;ANACARDIACEAE;1;2;1;0;2;2;0;1;2;1;5;2;2;2337.55;26.56395359;39.92043819;276.875
Schinus_terebinthifolius;Schinus;ANACARDIACEAE;1;2;1;0;2;1;0;0;1;1;5;1;2;874.5138889;20.83558432;173.52646;24.40277778
Schlegelia_nicaraguensis;Schlegelia;SCROPHULARIACEAE;0;1;1;0;2;1;0;0;1;1;5;2;3;2274.515152;25.97065747;60.09074115;228.1818182
Schlegelia_parviflora;Schlegelia;SCROPHULARIACEAE;0;2;2;0;2;0;0;1;1;1;5;1;3;1330.386207;21.80919475;202.840326;124.0275862
Scutia_spicata;Scutia;RHAMNACEAE;1;2;3;0;2;1;0;1;1;1;0;1;0;1706.895639;24.13297089;208.9147569;123.5046729
Sebastiania_commersoniana;Sebastiania;EUPHORBIACEAE;1;2;3;0;2;2;0;1;1;1;5;2;2;2629.425287;24.62890331;72.00462297;185.7097701
Securidaca_diversifolia;Securidaca;POLYGALACEAE;1;2;3;0;2;0;0;1;2;1;5;1;1;2667.636364;26.09583667;44.61947634;458.4545455
Senefelderopsis_croizatii;Senefelderopsis;EUPHORBIACEAE;1;2;3;0;2;2;2;1;1;1;5;1;1;2369.310598;25.64656049;65.67834291;286.5183631
Serjania_atrolineata;Serjania;SAPINDACEAE;1;2;3;0;2;2;1;1;1;1;5;0;1;2421.78125;25.6421627;55.43685872;311.78125
Serjania_corrugata;Serjania;SAPINDACEAE;1;2;1;0;2;2;0;1;1;0;1;0;5;1664.717934;20.99742953;269.8610763;170.9877031
Serjania_lethalis;Serjania;SAPINDACEAE;1;2;3;0;2;2;0;1;1;1;1;2;4;960.5588235;23.2877166;343.2170973;96.35294118
Sextonia_rubra;Sextonia;LAURACEAE;1;2;3;0;2;2;0;0;1;1;5;1;5;902.6428571;24.06273261;88.20324503;14.57142857
Sideroxylon_aff.;Sideroxylon;SAPOTACEAE;1;2;1;0;2;3;0;1;1;1;1;2;1;2611.909091;26.10803912;49.76604948;244.2727273
Sideroxylon_foetidissimum;Sideroxylon;SAPOTACEAE;1;2;3;0;2;3;0;0;1;1;5;1;2;2337.55;26.56395359;39.92043819;276.875
Sideroxylon_lanuginosum;Sideroxylon;SAPOTACEAE;1;2;1;0;2;2;0;1;2;0;5;1;4;874.5138889;20.83558432;173.52646;24.40277778
Sideroxylon_obovatum;Sideroxylon;SAPOTACEAE;1;2;1;0;2;1;0;1;2;0;2;1;4;2274.515152;25.97065747;60.09074115;228.1818182
Sideroxylon_salicifolium;Sideroxylon;SAPOTACEAE;0;0;1;0;2;1;0;1;2;0;1;2;2;1330.386207;21.80919475;202.840326;124.0275862
Sideroxylon_stevensonii;Sideroxylon;SAPOTACEAE;1;2;2;0;2;1;0;1;2;0;1;1;2;1706.895639;24.13297089;208.9147569;123.5046729
Simaba_cedron;Simaba;SIMAROUBACEAE;1;2;1;0;2;1;0;1;2;0;1;1;4;2629.425287;24.62890331;72.00462297;185.7097701
Simaba_orinocensis;Simaba;SIMAROUBACEAE;1;2;1;0;2;2;0;1;2;0;1;1;4;2667.636364;26.09583667;44.61947634;458.4545455
Simarouba_amara;Simarouba;SIMAROUBACEAE;0;2;3;0;2;2;0;1;1;1;4;2;0;2369.310598;25.64656049;65.67834291;286.5183631
Simarouba_glauca;Simarouba;SIMAROUBACEAE;1;2;3;0;2;2;0;1;1;1;0;2;0;2421.78125;25.6421627;55.43685872;311.78125
Simarouba_versicolor;Simarouba;SIMAROUBACEAE;1;2;3;0;2;3;0;1;0;1;1;1;0;1664.717934;20.99742953;269.8610763;170.9877031
Simira_maxonii;Simira;RUBIACEAE;1;2;3;0;2;3;0;1;1;1;1;2;0;960.5588235;23.2877166;343.2170973;96.35294118
Simira_rubescens;Simira;RUBIACEAE;1;2;3;0;2;2;0;1;1;1;0;2;0;902.6428571;24.06273261;88.20324503;14.57142857
Simira_SP.;Simira;RUBIACEAE;1;2;3;0;2;1;0;0;2;0;5;1;4;2611.909091;26.10803912;49.76604948;244.2727273
Simira_tinctoria;Simira;RUBIACEAE;1;2;3;0;2;1;0;0;1;0;5;2;4;2337.55;26.56395359;39.92043819;276.875
Siparuna_bifida;Siparuna;SIPARUNACEAE;1;2;3;0;2;0;0;0;1;0;5;2;3;874.5138889;20.83558432;173.52646;24.40277778
Siparuna_brasiliensis;Siparuna;SIPARUNACEAE;1;2;3;0;2;1;0;0;2;0;5;1;4;2274.515152;25.97065747;60.09074115;228.1818182
Siparuna_decipiens;Siparuna;SIPARUNACEAE;1;2;3;0;2;1;0;1;2;1;5;1;4;1330.386207;21.80919475;202.840326;124.0275862
Siparuna_poeppigii;Siparuna;SIPARUNACEAE;1;2;3;1;2;2;1;1;2;0;5;2;4;1706.895639;24.13297089;208.9147569;123.5046729
Siparuna_reginae;Siparuna;SIPARUNACEAE;1;2;3;2;2;1;0;1;2;0;5;2;4;2629.425287;24.62890331;72.00462297;185.7097701
Sloanea_grandiflora;Sloanea;ELAEOCARPACEAE;1;2;3;0;2;1;1;1;2;0;5;1;4;2667.636364;26.09583667;44.61947634;458.4545455
Sloanea_guianensis;Sloanea;ELAEOCARPACEAE;1;2;3;0;2;1;1;1;2;1;5;2;3;2369.310598;25.64656049;65.67834291;286.5183631
Sloanea_hirsuta;Sloanea;ELAEOCARPACEAE;1;2;3;0;2;2;0;1;2;0;4;2;4;2421.78125;25.6421627;55.43685872;311.78125
Sloanea_laurifolia;Sloanea;ELAEOCARPACEAE;0;2;3;2;2;2;0;1;1;1;4;2;3;1664.717934;20.99742953;269.8610763;170.9877031
Sloanea_medusula;Sloanea;ELAEOCARPACEAE;0;2;3;0;2;1;0;0;1;1;5;2;2;960.5588235;23.2877166;343.2170973;96.35294118
Sloanea_SPP.;Sloanea;ELAEOCARPACEAE;1;2;3;0;2;2;0;1;2;0;4;2;4;902.6428571;24.06273261;88.20324503;14.57142857
Solanum_acropterum;Solanum;SOLANACEAE;1;2;3;0;2;2;0;1;1;0;4;2;4;2611.909091;26.10803912;49.76604948;244.2727273
Solanum_paludosum;Solanum;SOLANACEAE;0;2;1;0;2;1;0;1;1;1;4;1;2;2337.55;26.56395359;39.92043819;276.875
Solanum_vanheurckii;Solanum;SOLANACEAE;1;2;1;0;2;0;1;1;1;0;5;0;1;874.5138889;20.83558432;173.52646;24.40277778
Solenophora_calycosa;Solenophora;GESNERIACEAE;1;2;3;0;2;2;0;1;1;1;5;0;0;2274.515152;25.97065747;60.09074115;228.1818182
Sommera_SP.;Sommera;RUBIACEAE;1;2;3;0;2;2;0;1;1;1;5;1;0;1330.386207;21.80919475;202.840326;124.0275862
Sorocea_muriculata;Sorocea;MORACEAE;1;2;3;0;2;0;1;1;1;0;5;1;4;1706.895639;24.13297089;208.9147569;123.5046729
Sorocea_SP.;Sorocea;MORACEAE;1;2;3;0;2;2;0;1;2;0;4;1;4;2629.425287;24.62890331;72.00462297;185.7097701
Sorocea_SPP.;Sorocea;MORACEAE;1;2;3;0;2;1;0;1;2;1;4;2;3;2667.636364;26.09583667;44.61947634;458.4545455
Souroubea_guianensis;Souroubea;MARCGRAVIACEAE;1;2;3;0;2;1;0;1;2;1;0;1;4;2369.310598;25.64656049;65.67834291;286.5183631
Spachea_elegans;Spachea;MALPIGHIACEAE;1;2;3;0;2;2;0;1;1;1;1;2;2;2421.78125;25.6421627;55.43685872;311.78125
Sparattosperma_leucanthum;Sparattosperma;BIGNONIACEAE;1;2;3;0;2;2;0;0;1;1;5;2;3;1664.717934;20.99742953;269.8610763;170.9877031
Spathelia_sobrifolia;Spathelia;RUTACEAE;1;2;3;0;2;1;0;1;2;1;4;1;4;960.5588235;23.2877166;343.2170973;96.35294118
Spigelia_anthelmia;Spigelia;LOGANIACEAE;0;2;1;0;2;1;0;1;1;1;3;1;2;902.6428571;24.06273261;88.20324503;14.57142857
Spondias_lutea;Spondias;ANACARDIACEAE;0;1;0;0;2;0;2;1;1;1;4;1;3;2611.909091;26.10803912;49.76604948;244.2727273
Spondias_mombin;Spondias;ANACARDIACEAE;1;2;3;2;2;0;2;1;0;0;5;0;1;2337.55;26.56395359;39.92043819;276.875
Spondias_purpurea;Spondias;ANACARDIACEAE;1;2;3;0;2;2;0;0;1;1;5;2;3;874.5138889;20.83558432;173.52646;24.40277778
Spondias_SPP.;Spondias;ANACARDIACEAE;1;2;3;0;2;2;0;0;1;1;5;2;2;2274.515152;25.97065747;60.09074115;228.1818182
Spondias_tuberosa;Spondias;ANACARDIACEAE;1;2;3;0;2;2;0;0;0;1;5;2;2;1330.386207;21.80919475;202.840326;124.0275862
Stenanona_SPP.;Stenanona;ANNONACEAE;0;2;3;0;2;1;0;0;1;1;5;2;3;1706.895639;24.13297089;208.9147569;123.5046729
Stenostomum_acreanum;Stenostomum;RUBIACEAE;1;2;3;0;2;1;0;0;1;0;5;2;4;2629.425287;24.62890331;72.00462297;185.7097701
Stenostomum_resinosum;Stenostomum;RUBIACEAE;1;2;3;0;2;1;2;1;1;0;1;2;2;2667.636364;26.09583667;44.61947634;458.4545455
Sterigmapetalum_obovatum;Sterigmapetalum;RHIZOPHORACEAE;1;2;3;0;2;3;0;1;2;0;0;3;3;2369.310598;25.64656049;65.67834291;286.5183631
Sterigmapetalum_SPP.;Sterigmapetalum;RHIZOPHORACEAE;1;2;3;0;2;2;0;1;1;1;3;2;2;2421.78125;25.6421627;55.43685872;311.78125
Stigmaphyllon_SP.;Stigmaphyllon;MALPIGHIACEAE;1;2;3;1;2;2;1;1;2;1;5;2;4;1664.717934;20.99742953;269.8610763;170.9877031
Stizophyllum_riparium;Stizophyllum;BIGNONIACEAE;1;2;3;1;1;2;1;1;2;1;5;1;3;960.5588235;23.2877166;343.2170973;96.35294118
Streptosolen_jamesonii;Streptosolen;SOLANACEAE;1;2;3;0;2;3;0;1;2;0;0;1;3;902.6428571;24.06273261;88.20324503;14.57142857
Strychnos_glabra;Strychnos;LOGANIACEAE;0;2;3;0;2;2;0;0;1;1;4;1;5;2611.909091;26.10803912;49.76604948;244.2727273
Styloceras_laurifolium;Styloceras;BUXACEAE;1;2;3;0;2;3;1;1;2;1;5;2;3;2337.55;26.56395359;39.92043819;276.875
Styrax_argenteus;Styrax;STYRACACEAE;1;2;2;0;2;1;2;1;2;1;5;2;5;874.5138889;20.83558432;173.52646;24.40277778
Styrax_camporum;Styrax;STYRACACEAE;1;2;3;1;1;1;0;1;1;0;5;1;3;2274.515152;25.97065747;60.09074115;228.1818182
Styrax_ferrugineus;Styrax;STYRACACEAE;0;2;3;2;2;1;1;1;1;1;5;1;4;1330.386207;21.80919475;202.840326;124.0275862
Styrax_guyanensis;Styrax;STYRACACEAE;1;2;3;2;2;1;2;1;1;1;1;1;4;1706.895639;24.13297089;208.9147569;123.5046729
Styrax_martii;Styrax;STYRACACEAE;1;2;3;2;2;1;2;1;1;1;1;1;4;2629.425287;24.62890331;72.00462297;185.7097701
Styrax_SPP.;Styrax;STYRACACEAE;1;2;3;1;2;1;1;1;0;0;5;1;4;2667.636364;26.09583667;44.61947634;458.4545455
Swietenia_macrophylla;Swietenia;MELIACEAE;0;2;3;1;2;1;1;1;1;0;3;2;4;2369.310598;25.64656049;65.67834291;286.5183631
Swietenia_mahagoni;Swietenia;MELIACEAE;1;2;1;0;2;1;0;1;2;1;4;0;1;2421.78125;25.6421627;55.43685872;311.78125
Swietenia_SPP.;Swietenia;MELIACEAE;1;2;3;0;2;2;0;0;1;1;4;2;2;1664.717934;20.99742953;269.8610763;170.9877031
Symmeria_paniculata;Symmeria;POLYGONACEAE;1;2;3;0;2;2;0;1;1;1;4;2;2;960.5588235;23.2877166;343.2170973;96.35294118
Symphonia_globulifera;Symphonia;CLUSIACEAE;0;2;3;0;2;2;0;1;1;1;4;2;2;902.6428571;24.06273261;88.20324503;14.57142857
Symplocos_celastrinea;Symplocos;SYMPLOCACEAE;1;2;3;0;2;1;0;0;1;1;5;2;0;2611.909091;26.10803912;49.76604948;244.2727273
Symplocos_glandulosomarginata;Symplocos;SYMPLOCACEAE;1;2;3;0;2;3;0;1;2;1;1;1;0;2337.55;26.56395359;39.92043819;276.875
Symplocos_guianensis;Symplocos;SYMPLOCACEAE;1;2;3;1;2;0;2;1;1;1;5;2;3;874.5138889;20.83558432;173.52646;24.40277778
Symplocos_martinicensis;Symplocos;SYMPLOCACEAE;0;2;3;1;0;1;1;1;1;1;5;2;2;2274.515152;25.97065747;60.09074115;228.1818182
Symplocos_nitidiflora;Symplocos;SYMPLOCACEAE;1;2;3;1;0;1;2;1;1;0;5;1;4;1330.386207;21.80919475;202.840326;124.0275862
Symplocos_pilosiuscula;Symplocos;SYMPLOCACEAE;1;2;3;1;0;1;2;1;1;1;5;1;3;1706.895639;24.13297089;208.9147569;123.5046729
Symplocos_SPP.;Symplocos;SYMPLOCACEAE;0;2;3;1;1;1;1;1;1;0;5;1;4;2629.425287;24.62890331;72.00462297;185.7097701
Tabebuia_cassinoides;Tabebuia;BIGNONIACEAE;1;2;3;0;2;2;1;1;1;1;5;1;4;2667.636364;26.09583667;44.61947634;458.4545455
Tabebuia_insignis;Tabebuia;BIGNONIACEAE;1;2;3;0;2;1;0;1;2;1;4;1;0;2369.310598;25.64656049;65.67834291;286.5183631
Tabebuia_orinocensis;Tabebuia;BIGNONIACEAE;1;2;3;0;2;1;0;1;1;1;3;1;0;2421.78125;25.6421627;55.43685872;311.78125
Tabebuia_rosea;Tabebuia;BIGNONIACEAE;1;2;3;0;2;2;0;1;2;1;4;1;0;1664.717934;20.99742953;269.8610763;170.9877031
Tabebuia_stenocalyx;Tabebuia;BIGNONIACEAE;1;2;3;0;2;1;0;1;1;1;4;0;0;960.5588235;23.2877166;343.2170973;96.35294118
Tabernaemontana_attenuata;Tabernaemontana;APOCYNACEAE;1;2;3;0;2;2;0;1;1;1;4;1;0;902.6428571;24.06273261;88.20324503;14.57142857
Tabernaemontana_catharinensis;Tabernaemontana;APOCYNACEAE;1;2;3;0;2;1;0;1;1;1;1;0;0;2611.909091;26.10803912;49.76604948;244.2727273
Tabernaemontana_citrifolia;Tabernaemontana;APOCYNACEAE;1;2;3;0;2;1;0;0;1;0;5;1;4;2337.55;26.56395359;39.92043819;276.875
Tabernaemontana_cymosa;Tabernaemontana;APOCYNACEAE;1;2;1;0;2;0;0;0;1;0;5;1;3;874.5138889;20.83558432;173.52646;24.40277778
Tabernaemontana_laeta;Tabernaemontana;APOCYNACEAE;1;2;3;0;2;1;0;0;0;0;5;1;4;2274.515152;25.97065747;60.09074115;228.1818182
Talisia_esculenta;Talisia;SAPINDACEAE;1;2;1;0;2;1;0;0;1;0;5;1;4;1330.386207;21.80919475;202.840326;124.0275862
Talisia_macrophylla;Talisia;SAPINDACEAE;1;2;1;0;2;0;0;0;1;0;5;2;4;1706.895639;24.13297089;208.9147569;123.5046729
Talisia_microphylla;Talisia;SAPINDACEAE;1;2;3;0;2;1;0;1;2;1;1;1;0;2629.425287;24.62890331;72.00462297;185.7097701
Tanaecium_pyramidatum;Tanaecium;BIGNONIACEAE;1;2;3;0;2;2;0;1;1;1;0;0;0;2667.636364;26.09583667;44.61947634;458.4545455
Tapirira_guianensis;Tapirira;ANACARDIACEAE;0;2;3;0;2;3;0;0;1;1;5;2;3;2369.310598;25.64656049;65.67834291;286.5183631
Tapirira_obtusa;Tapirira;ANACARDIACEAE;1;2;3;0;2;2;0;0;1;1;5;1;3;2421.78125;25.6421627;55.43685872;311.78125
Tapirira_SPP.;Tapirira;ANACARDIACEAE;0;2;3;0;2;1;0;0;0;1;5;1;3;1664.717934;20.99742953;269.8610763;170.9877031
Tapura_aff.;Tapura;DICHAPETALACEAE;1;2;3;0;2;2;0;0;0;1;5;1;4;960.5588235;23.2877166;343.2170973;96.35294118
Tapura_capitulifera;Tapura;DICHAPETALACEAE;1;2;3;0;2;1;0;1;2;1;5;2;4;902.6428571;24.06273261;88.20324503;14.57142857
Tapura_guianensis;Tapura;DICHAPETALACEAE;1;2;3;0;2;1;0;1;2;1;5;1;4;2611.909091;26.10803912;49.76604948;244.2727273
Tecoma_stans;Tecoma;BIGNONIACEAE;0;2;3;0;2;1;0;0;1;1;5;1;1;2337.55;26.56395359;39.92043819;276.875
Telitoxicum_krukovii;Telitoxicum;MENISPERMACEAE;1;2;3;0;2;1;0;0;1;1;4;1;3;874.5138889;20.83558432;173.52646;24.40277778
Terminalia_argentea;Terminalia;COMBRETACEAE;1;2;1;0;2;2;0;1;1;1;1;0;2;2274.515152;25.97065747;60.09074115;228.1818182
Terminalia_buceras;Terminalia;COMBRETACEAE;1;2;3;0;2;1;0;1;2;1;4;0;0;1330.386207;21.80919475;202.840326;124.0275862
Terminalia_dichotoma;Terminalia;COMBRETACEAE;0;2;3;0;2;1;0;1;2;1;5;1;0;1706.895639;24.13297089;208.9147569;123.5046729
Terminalia_glabrescens;Terminalia;COMBRETACEAE;1;2;3;0;2;2;0;1;1;1;5;0;0;2629.425287;24.62890331;72.00462297;185.7097701
Terminalia_guyanensis;Terminalia;COMBRETACEAE;1;2;3;0;2;1;0;0;1;1;5;0;1;2667.636364;26.09583667;44.61947634;458.4545455
Terminalia_oblonga;Terminalia;COMBRETACEAE;1;2;3;0;2;2;0;0;2;1;3;0;0;2369.310598;25.64656049;65.67834291;286.5183631
Terminalia_virens;Terminalia;COMBRETACEAE;1;2;3;0;2;2;0;1;2;1;4;0;0;2421.78125;25.6421627;55.43685872;311.78125
Ternstroemia_brasiliensis;Ternstroemia;PENTAPHYLACACEAE;1;2;3;0;2;1;0;1;2;1;0;1;5;1664.717934;20.99742953;269.8610763;170.9877031
Ternstroemia_browniana;Ternstroemia;PENTAPHYLACACEAE;0;2;3;1;1;1;0;1;1;1;5;2;4;960.5588235;23.2877166;343.2170973;96.35294118
Ternstroemia_lineata;Ternstroemia;PENTAPHYLACACEAE;1;2;3;1;1;1;2;1;1;0;5;2;3;902.6428571;24.06273261;88.20324503;14.57142857
Tetracera_oblongata;Tetracera;DILLENIACEAE;1;2;3;0;2;2;0;1;1;1;0;1;3;2611.909091;26.10803912;49.76604948;244.2727273
Tetragastris_altissima;Tetragastris;BURSERACEAE;1;2;3;0;0;2;1;1;1;0;5;3;4;2337.55;26.56395359;39.92043819;276.875
Tetragastris_balsamifera;Tetragastris;BURSERACEAE;1;2;3;0;2;2;0;0;1;1;5;1;3;874.5138889;20.83558432;173.52646;24.40277778
Tetragastris_panamensis;Tetragastris;BURSERACEAE;1;2;3;0;2;2;0;0;2;1;5;1;3;2274.515152;25.97065747;60.09074115;228.1818182
Tetrastylidium_grandifolium;Tetrastylidium;OLACACEAE;1;2;3;0;2;1;0;0;2;1;5;1;2;1330.386207;21.80919475;202.840326;124.0275862
Tetrathylacium_macrophyllum;Tetrathylacium;SALICACEAE;1;2;3;1;0;1;0;1;2;1;1;1;4;1706.895639;24.13297089;208.9147569;123.5046729
Tetrathylacium_SPP.;Tetrathylacium;SALICACEAE;1;2;3;1;2;0;0;1;2;0;5;2;4;2629.425287;24.62890331;72.00462297;185.7097701
Tetrazygia_pallens;Tetrazygia;MELASTOMATACEAE;1;2;3;1;2;1;1;0;0;0;5;2;4;2667.636364;26.09583667;44.61947634;458.4545455
Tetrorchidium_rubrivenium;Tetrorchidium;EUPHORBIACEAE;1;2;3;0;2;1;0;1;1;1;5;0;5;2369.310598;25.64656049;65.67834291;286.5183631
Tetrorchidium_SPP.;Tetrorchidium;EUPHORBIACEAE;1;2;3;1;2;2;1;1;1;1;5;1;5;2421.78125;25.6421627;55.43685872;311.78125
Thamnosma_SP.;Thamnosma;RUTACEAE;1;2;3;0;2;2;0;1;1;0;2;1;5;1664.717934;20.99742953;269.8610763;170.9877031
Theophrasta_americana;Theophrasta;PRIMULACEAE;0;0;3;0;2;0;0;1;1;0;5;0;2;960.5588235;23.2877166;343.2170973;96.35294118
Thornea_SPP.;Thornea;HYPERICACEAE;1;2;3;0;2;3;2;1;1;1;5;2;2;902.6428571;24.06273261;88.20324503;14.57142857
Thryallis_SP.;Thryallis;MALPIGHIACEAE;1;2;3;0;2;1;0;1;1;1;4;1;0;2611.909091;26.10803912;49.76604948;244.2727273
Tibouchina_aspera;Tibouchina;MELASTOMATACEAE;1;2;3;1;2;2;0;1;1;1;5;1;2;2337.55;26.56395359;39.92043819;276.875
Tibouchina_estrellensis;Tibouchina;MELASTOMATACEAE;1;2;3;0;2;1;0;1;1;1;5;1;1;874.5138889;20.83558432;173.52646;24.40277778
Tibouchina_francavillana;Tibouchina;MELASTOMATACEAE;0;2;3;0;2;2;0;1;1;1;5;2;5;2274.515152;25.97065747;60.09074115;228.1818182
Tibouchina_stenocarpa;Tibouchina;MELASTOMATACEAE;0;2;3;0;2;2;2;0;1;1;5;1;5;1330.386207;21.80919475;202.840326;124.0275862
Ticodendron_incognitum;Ticodendron;TICODENDRACEAE;1;2;3;0;2;1;2;0;1;0;5;1;1;1706.895639;24.13297089;208.9147569;123.5046729
Tococa_spp.;Tococa;MELASTOMATACEAE;0;2;3;0;2;1;0;1;0;0;5;2;0;2629.425287;24.62890331;72.00462297;185.7097701
Tocoyena_formosa;Tocoyena;RUBIACEAE;1;2;3;0;2;1;0;0;1;1;0;0;1;2667.636364;26.09583667;44.61947634;458.4545455
Tocoyena_SP.;Tocoyena;RUBIACEAE;1;2;3;0;2;1;0;1;2;0;5;1;5;2369.310598;25.64656049;65.67834291;286.5183631
Tocoyena_williamsii;Tocoyena;RUBIACEAE;1;2;3;0;2;0;1;1;1;0;5;1;4;2421.78125;25.6421627;55.43685872;311.78125
Tournefortia_caracsana;Tournefortia;BORAGINACEAE;1;2;3;0;2;2;0;1;1;1;4;1;0;1664.717934;20.99742953;269.8610763;170.9877031
Tournefortia_fuliginosa;Tournefortia;BORAGINACEAE;0;2;3;0;2;0;0;1;1;1;0;1;2;960.5588235;23.2877166;343.2170973;96.35294118
Tournefortia_pubescens;Tournefortia;BORAGINACEAE;1;2;3;0;2;1;0;1;1;0;5;1;3;902.6428571;24.06273261;88.20324503;14.57142857
Touroulia_guianensis;Touroulia;OCHNACEAE;1;2;3;0;2;1;0;1;1;1;5;2;1;2611.909091;26.10803912;49.76604948;244.2727273
Tovomita_longifolia;Tovomita;CLUSIACEAE;1;2;1;0;2;2;2;1;2;1;5;2;4;2337.55;26.56395359;39.92043819;276.875
Tovomita_SPP.;Tovomita;CLUSIACEAE;1;2;3;0;0;1;0;1;2;1;5;1;4;874.5138889;20.83558432;173.52646;24.40277778
Tovomita_umbellata;Tovomita;CLUSIACEAE;1;2;1;0;0;2;0;1;2;1;5;2;3;2274.515152;25.97065747;60.09074115;228.1818182
Toxicodendron_radicans;Toxicodendron;ANACARDIACEAE;1;2;3;0;0;2;0;1;2;1;5;1;3;1330.386207;21.80919475;202.840326;124.0275862
Toxicodendron_striatum;Toxicodendron;ANACARDIACEAE;0;0;3;0;2;2;0;1;1;1;4;2;2;1706.895639;24.13297089;208.9147569;123.5046729
Trattinnickia_burserifolia;Trattinnickia;BURSERACEAE;1;2;3;0;2;2;0;0;1;1;5;1;2;2629.425287;24.62890331;72.00462297;185.7097701
Trattinnickia_demerarae;Trattinnickia;BURSERACEAE;1;2;3;0;2;2;0;0;1;0;5;1;3;2667.636364;26.09583667;44.61947634;458.4545455
Trema_lamarckiana;Trema;CANNABACEAE;1;2;3;0;2;2;0;0;1;1;5;1;3;2369.310598;25.64656049;65.67834291;286.5183631
Trema_micrantha;Trema;CANNABACEAE;1;2;3;0;2;2;0;1;1;1;5;2;2;2421.78125;25.6421627;55.43685872;311.78125
Trembleya_parviflora;Trembleya;MELASTOMATACEAE;1;2;3;0;2;2;0;1;1;1;5;1;4;1664.717934;20.99742953;269.8610763;170.9877031
Trichilia_elegans;Trichilia;MELIACEAE;1;2;3;0;2;2;0;0;1;1;5;1;4;960.5588235;23.2877166;343.2170973;96.35294118
