sp;gen;fam;Growth_Rings;Vessel_porosity;Vessel_arangement;Perforation_plates; Intervessel_pits_arregement;Mean_tangential_diameter_of_vessel_lumina;Ground_tissue_fibres;Septa_in_fibers;Fibre_wall_thickness;Parenchyma_Paratracheal;Type_of_parenchyma_banding;Ray_width;Rays_cellular_composition
Laetia_micrantha;Laetia;SALICACEAE;1;2;3;0;2;1;1;0;2;0;5;3;4
Laetia_procera;Laetia;SALICACEAE;0;2;3;0;2;1;0;0;2;0;5;2;3
Laetia_SPP.;Laetia;SALICACEAE;1;2;3;0;2;2;0;0;1;0;5;2;4
Lafoensia_pacari;Lafoensia;LYTHRACEAE;1;2;3;0;2;1;1;0;2;0;5;2;4
Lafoensia_punicifolia;Lafoensia;LYTHRACEAE;0;2;3;0;2;1;0;0;1;1;5;0;2
Laguncularia_racemosa;Laguncularia;COMBRETACEAE;1;2;3;0;2;1;0;0;1;1;5;1;3
Lamanonia_SPP.;Lamanonia;CUNONIACEAE;1;2;3;0;2;1;0;1;1;1;5;0;0
Lamanonia_ternata;Lamanonia;CUNONIACEAE;0;2;3;0;1;1;0;1;1;0;5;1;4
Lantana_camara;Lantana;VERBENACEAE;0;2;1;1;2;1;2;1;1;0;1;1;4
Lardizabala_biternata;Lardizabala;LARDIZABALACEAE;1;2;3;0;2;1;0;1;1;1;5;2;1
Larrea_cuneifolia;Larrea;ZYGOPHYLLACEAE;1;2;3;1;2;1;1;1;1;1;5;2;2
Leandra_breviflora;Leandra;MELASTOMATACEAE;0;2;3;0;2;0;1;1;2;0;1;1;2
Leandra_dichotoma;Leandra;MELASTOMATACEAE;1;2;3;0;2;0;0;1;1;1;5;1;1
Lecythis_chartacea;Lecythis;LECYTHIDACEAE;1;2;3;0;2;0;0;1;1;1;5;0;1
Lecythis_confertiflora;Lecythis;LECYTHIDACEAE;1;2;3;0;2;3;0;1;2;0;0;2;2
Lecythis_corrugata;Lecythis;LECYTHIDACEAE;1;2;3;0;2;2;0;1;1;1;1;1;0
Lecythis_lurida;Lecythis;LECYTHIDACEAE;1;2;3;0;2;2;0;1;2;1;1;1;0
Lecythis_pisonis;Lecythis;LECYTHIDACEAE;1;2;3;0;2;2;0;1;2;0;0;2;3
Lecythis_SPP.;Lecythis;LECYTHIDACEAE;1;2;3;0;2;3;0;1;2;0;1;1;0
Lecythis_zabucajo;Lecythis;LECYTHIDACEAE;1;2;3;0;2;2;1;1;2;0;0;1;4
Leonia_cymosa;Leonia;VIOLACEAE;1;2;3;0;2;3;0;1;2;1;1;1;0
Leonia_glycycarpa;Leonia;VIOLACEAE;1;2;3;1;1;1;0;1;2;0;5;2;4
Leonia_SP.;Leonia;VIOLACEAE;1;2;3;1;1;0;0;1;1;0;5;2;4
Leptocereus_arboreus;Leptocereus;CACTACEAE;1;2;1;0;2;1;0;1;2;0;3;1;0
Licania_alba;Licania;CHRYSOBALANACEAE;1;2;0;0;2;2;2;1;1;1;0;2;5
Licania_arborea;Licania;CHRYSOBALANACEAE;1;2;1;0;2;2;2;1;2;0;2;0;2
Licania_campestre;Licania;CHRYSOBALANACEAE;1;2;1;0;2;3;1;1;2;0;2;1;2
Licania_emarginata;Licania;CHRYSOBALANACEAE;0;2;1;0;2;3;2;1;2;0;1;1;3
Licania_SPP.;Licania;CHRYSOBALANACEAE;1;2;1;0;2;2;1;1;2;0;1;0;2
Licaria_cannella;Licaria;LAURACEAE;1;2;3;0;2;1;0;0;2;1;5;1;3
Licaria_cayennensis;Licaria;LAURACEAE;1;2;3;0;2;2;0;0;2;1;5;1;2
Licaria_chrysophylla;Licaria;LAURACEAE;1;2;3;0;2;2;0;1;2;1;5;1;3
Licaria_rigida;Licaria;LAURACEAE;1;2;3;0;2;2;0;0;1;1;5;1;2
Licaria_subbullata;Licaria;LAURACEAE;1;2;3;0;2;2;0;0;2;1;5;1;0
Licaria_subgrp;Licaria;LAURACEAE;1;2;3;0;2;2;0;0;2;1;4;1;3
Licaria_triandra;Licaria;LAURACEAE;1;2;1;0;2;1;0;0;1;1;5;1;2
Lissocarpa_guianensis;Lissocarpa;LISSOCARPACEAE;0;2;3;1;0;1;1;1;1;0;5;1;3
Lithraea_molleoides;Lithraea;ANACARDIACEAE;0;2;3;2;2;1;0;0;2;1;5;1;3
Lophanthera_pendula;Lophanthera;MALPIGHIACEAE;1;2;3;0;2;1;0;1;0;1;5;0;5
Loreya_arborescens;Loreya;MELASTOMATACEAE;1;2;1;0;2;1;1;1;2;1;5;1;4
Lorostemon_SPP.;Lorostemon;CLUSIACEAE;1;2;3;0;2;2;0;1;1;1;5;0;5
Loxopterygium_grisebachii;Loxopterygium;ANACARDIACEAE;1;2;3;0;2;2;0;1;2;0;1;0;3
Loxopterygium_huasango;Loxopterygium;ANACARDIACEAE;0;2;3;0;2;2;0;0;1;1;5;1;3
Loxopterygium_sagotii;Loxopterygium;ANACARDIACEAE;1;2;3;0;2;2;0;0;2;1;5;1;3
Lozania_pittieri;Lozania;LACISTEMETACEAE;1;2;3;0;2;2;0;0;1;1;5;1;2
Lunania_SP.;Lunania;SALICACEAE;1;2;3;0;2;2;0;0;1;0;5;2;4
Lycianthes_cuneata;Lycianthes;SOLANACEAE;1;2;3;1;2;1;1;0;1;0;5;2;4
Lyonia_jamaicensis;Lyonia;ERICACEAE;0;2;1;0;2;0;0;1;1;1;4;0;1
Mabea_argutissima;Mabea;EUPHORBIACEAE;1;2;3;0;2;0;1;0;2;1;5;1;3
Mabea_piriri;Mabea;EUPHORBIACEAE;1;2;3;0;2;2;0;1;1;0;1;0;5
Mabea_taquari;Mabea;EUPHORBIACEAE;1;2;3;0;2;2;0;1;2;1;2;0;3
Maburea_trinervis;Maburea;OLACACEAE;1;2;3;0;2;2;0;1;1;1;5;1;4
Macairea_spp.;Macairea;MELASTOMATACEAE;1;2;3;1;0;1;1;1;2;1;5;1;5
Macbrideina_peruviana;Macbrideina;RUBIACEAE;1;2;1;0;2;0;0;1;1;1;5;0;1
Machaonia_brasiliensis;Machaonia;RUBIACEAE;1;2;3;0;2;1;1;0;1;0;5;2;4
Macleania_stricta;Macleania;ERICACEAE;1;2;3;0;2;0;1;1;2;1;5;1;4
Maclura_tinctoria;Maclura;MORACEAE;1;2;3;0;2;3;0;1;1;1;0;1;4
Macoubea_guianensis;Macoubea;APOCYNACEAE;1;2;3;0;2;3;0;1;1;1;4;2;0
Macrocnemum_roseum;Macrocnemum;RUBIACEAE;1;2;3;0;2;2;1;1;1;0;1;1;4
Magnolia_cubensis;Magnolia;MAGNOLIACEAE;1;2;3;0;2;1;1;0;1;0;5;1;4
Magnolia_minor;Magnolia;MAGNOLIACEAE;0;2;3;1;0;1;1;1;1;1;4;1;2
Magnolia_ovata;Magnolia;MAGNOLIACEAE;0;2;3;1;1;1;1;1;1;0;1;1;2
Magnolia_sambuensis;Magnolia;MAGNOLIACEAE;1;2;3;1;0;2;1;1;1;0;4;1;2
Mahurea_exstipulata;Mahurea;CALOPHYLLACEAE;1;2;3;0;2;2;0;1;2;1;4;1;0
Mahurea_SPP.;Mahurea;CALOPHYLLACEAE;1;2;3;1;2;1;0;0;2;0;5;1;4
Maieta_guianensis;Maieta;MELASTOMATACEAE;1;2;3;2;2;1;0;0;1;0;5;1;4
Malmea_depressa;Malmea;ANNONACEAE;1;2;3;0;2;2;2;1;1;0;1;1;3
Malouetia_tamaquarina;Malouetia;APOCYNACEAE;1;2;3;0;2;0;1;1;2;0;1;2;2
Malpighia_glabra;Malpighia;MALPIGHIACEAE;1;2;3;0;2;1;1;1;1;0;5;1;4
Malpighia_infestissima;Malpighia;MALPIGHIACEAE;0;2;3;0;2;0;0;1;1;1;4;2;2
Malpighia_SP.;Malpighia;MALPIGHIACEAE;0;2;3;1;2;0;0;1;2;1;1;1;2
Manihot_glaziovii;Manihot;EUPHORBIACEAE;0;1;3;0;2;3;0;0;2;1;4;1;5
Manilkara_bidentata;Manilkara;SAPOTACEAE;1;2;3;0;2;2;0;1;0;1;1;1;4
Manilkara_chicle;Manilkara;SAPOTACEAE;1;2;1;0;2;2;0;1;2;0;1;1;4
Manilkara_huberi;Manilkara;SAPOTACEAE;1;2;1;0;2;1;0;1;2;0;1;1;4
Manilkara_jaimiqui;Manilkara;SAPOTACEAE;1;2;1;0;2;2;0;1;2;0;2;1;4
Mansoa_alliacea;Mansoa;BIGNONIACEAE;1;2;3;0;2;2;0;1;2;0;5;1;4
Mansoa_difficilis;Mansoa;BIGNONIACEAE;0;2;1;0;2;3;0;0;1;1;5;2;3
Maquira_coriacea;Maquira;MORACEAE;1;2;3;0;2;2;0;1;1;0;1;1;4
Maquira_sclerophylla;Maquira;MORACEAE;1;2;3;0;2;2;0;1;1;1;5;2;2
Maquira_SPP.;Maquira;MORACEAE;1;2;1;0;2;2;0;1;1;1;1;2;2
Marcetia_taxifolia;Marcetia;MELASTOMATACEAE;1;2;3;0;2;2;0;0;1;1;5;2;2
Marcgravia_rectiflora;Marcgravia;MARCGRAVIACEAE;1;2;3;0;1;0;0;1;1;1;5;0;1
Marcgraviastrum_mixtum;Marcgraviastrum;MARCGRAVIACEAE;1;2;3;0;2;2;0;0;1;1;5;3;1
Margaritaria_nobilis;Margaritaria;PHYLLANTHACEAE;1;2;3;0;2;2;0;0;1;1;5;2;1
Marila_grandiflora;Marila;CALOPHYLLACEAE;1;2;3;0;2;2;0;1;1;0;5;1;3
Marila_SPP.;Marila;CALOPHYLLACEAE;1;2;3;1;2;1;2;1;1;0;5;2;4
Marlierea_montana;Marlierea;MYRTACEAE;1;2;3;1;2;1;0;1;1;0;5;2;4
Martinella_obovata;Martinella;BIGNONIACEAE;1;2;3;0;2;2;0;1;2;0;1;1;4
Matayba_guianensis;Matayba;SAPINDACEAE;0;2;3;0;2;3;0;0;1;1;4;2;5
Matayba_opaca;Matayba;SAPINDACEAE;1;2;3;0;2;1;0;0;1;1;5;1;2
Matayba_scrobiculata;Matayba;SAPINDACEAE;1;2;3;0;2;2;0;1;1;1;5;0;0
Matayba_SPP.;Matayba;SAPINDACEAE;0;2;3;0;2;2;0;0;1;1;5;0;2
Mauria_heterophylla;Mauria;ANACARDIACEAE;0;2;3;0;2;1;0;1;1;1;5;0;4
Mauria_SPP.;Mauria;ANACARDIACEAE;1;2;3;0;2;2;0;1;1;1;5;1;3
Maytenus_boaria;Maytenus;CELASTRACEAE;1;2;3;0;2;0;1;0;0;0;5;2;4
Maytenus_obtusifolia;Maytenus;CELASTRACEAE;1;2;3;0;2;1;1;1;2;0;1;1;3
Maytenus_octogona;Maytenus;CELASTRACEAE;1;2;3;0;2;1;2;1;2;0;5;2;4
Maytenus_SPP.;Maytenus;CELASTRACEAE;1;2;3;0;2;0;2;0;2;0;5;0;1
Maytenus_texana;Maytenus;CELASTRACEAE;1;2;3;0;2;1;2;1;2;0;5;1;3
Mcvaughia_sergipana;Mcvaughia;MALPIGHIACEAE;0;1;3;0;2;0;2;1;1;0;5;1;3
Mecranium_amygdalinum;Mecranium;MELASTOMATACEAE;0;2;3;0;2;0;0;1;2;1;4;1;5
Melicoccus_SPP.;Melicoccus;SAPINDACEAE;1;2;3;0;2;2;0;1;1;1;5;0;1
Meliosma_allenii;Meliosma;SABIACEAE;1;2;3;0;2;2;0;0;1;1;0;1;0
Meliosma_dentata;Meliosma;SABIACEAE;1;2;3;1;2;2;0;0;1;1;5;2;5
Meliosma_glabrata;Meliosma;SABIACEAE;0;2;3;1;2;2;0;1;1;1;5;1;4
Meliosma_herbertii;Meliosma;SABIACEAE;1;2;3;2;2;1;0;1;0;1;5;2;1
Meliosma_sinuata;Meliosma;SABIACEAE;1;2;3;2;2;2;0;1;1;1;5;1;5
Menodora_SPP.;Menodora;OLEACEAE;0;2;3;1;2;1;1;1;1;1;5;2;2
Meriania_robusta;Meriania;MELASTOMATACEAE;0;2;3;0;2;0;1;1;2;1;4;1;1
Meriania_SPP.;Meriania;MELASTOMATACEAE;1;2;3;0;2;1;0;1;1;1;5;1;1
Meriania_urceolata;Meriania;MELASTOMATACEAE;1;2;3;0;1;2;0;1;1;1;5;0;0
Metopium_brownei;Metopium;ANACARDIACEAE;1;2;3;0;2;2;0;1;1;1;0;0;0
Metopium_toxiferum;Metopium;ANACARDIACEAE;1;2;1;0;2;1;0;1;1;1;4;1;2
Metteniusa_cf.;Metteniusa;METTENIUSACEAE;1;2;3;0;2;1;0;1;1;1;3;1;2
Metteniusa_nucifera;Metteniusa;METTENIUSACEAE;1;2;3;1;2;1;1;1;1;1;1;2;5
Miconia_albicans;Miconia;MELASTOMATACEAE;1;2;3;0;2;2;0;1;2;1;5;1;3
Miconia_amazonica;Miconia;MELASTOMATACEAE;1;2;3;0;2;1;2;0;1;1;5;0;1
Miconia_calvescens;Miconia;MELASTOMATACEAE;1;2;3;0;2;1;2;0;1;1;5;1;1
Miconia_cinnamomifolia;Miconia;MELASTOMATACEAE;1;2;3;0;2;1;0;0;1;1;5;0;1
Miconia_glaberrima;Miconia;MELASTOMATACEAE;1;2;3;0;2;2;0;0;1;1;5;1;2
Miconia_lepidota;Miconia;MELASTOMATACEAE;1;2;3;0;2;1;0;0;0;1;5;0;5
Miconia_ligustroides;Miconia;MELASTOMATACEAE;1;2;3;0;2;2;0;0;2;0;1;0;1
Miconia_longifolia;Miconia;MELASTOMATACEAE;0;2;3;0;2;1;2;0;0;1;5;1;1
Miconia_minutiflora;Miconia;MELASTOMATACEAE;1;2;3;0;2;1;0;0;2;1;5;0;3
Miconia_mirabilis;Miconia;MELASTOMATACEAE;1;2;3;0;2;2;0;0;2;1;5;0;2
Miconia_poeppigii;Miconia;MELASTOMATACEAE;0;2;3;0;2;2;2;1;1;1;5;1;1
Miconia_rimalis;Miconia;MELASTOMATACEAE;1;2;3;0;2;2;0;0;1;1;5;1;1
Miconia_rubiginosa;Miconia;MELASTOMATACEAE;1;2;3;0;2;2;2;0;1;1;5;1;5
Miconia_sellowiana;Miconia;MELASTOMATACEAE;1;2;3;0;2;1;0;0;1;1;5;1;5
Miconia_theizans;Miconia;MELASTOMATACEAE;0;2;3;0;2;0;0;0;1;1;5;1;1
Micrandra_inundata;Micrandra;EUPHORBIACEAE;1;2;3;0;2;1;2;0;1;1;5;1;1
Micrandra_rossiana;Micrandra;EUPHORBIACEAE;0;2;3;0;2;2;1;1;0;0;1;1;1
Micrandra_SP.;Micrandra;EUPHORBIACEAE;1;2;3;0;2;3;0;0;1;0;2;1;4
Micrandra_spruceana;Micrandra;EUPHORBIACEAE;1;2;3;0;2;3;0;1;1;0;2;1;4
Microlepis_oleifolia;Microlepis;MELASTOMATACEAE;1;2;3;0;2;3;0;1;2;0;1;1;4
Micropholis_egensis;Micropholis;SAPOTACEAE;0;2;3;0;2;1;#¡REF!;0;1;1;5;2;5
Micropholis_melinoniana;Micropholis;SAPOTACEAE;1;2;1;0;2;2;0;1;2;0;2;1;4
Micropholis_SPP.;Micropholis;SAPOTACEAE;1;2;3;0;2;2;0;1;1;0;2;1;4
Minquartia_guianensis;Minquartia;OLACACEAE;1;2;3;0;2;2;0;1;2;1;5;2;0
Mollinedia_gilgiana;Mollinedia;MONIMIACEAE;1;2;3;1;2;2;0;1;2;0;1;1;4
Mollinedia_glabra;Mollinedia;MONIMIACEAE;1;2;3;1;0;0;2;1;1;1;5;1;3
Mollinedia_glaziovianai;Mollinedia;MONIMIACEAE;1;2;3;1;0;1;1;1;1;0;5;2;4
Mollinedia_marliae;Mollinedia;MONIMIACEAE;1;2;3;1;0;0;1;0;1;0;5;2;3
Mollinedia_viridiflora;Mollinedia;MONIMIACEAE;1;2;3;1;1;1;1;0;1;0;5;3;2
Morella_cerifera;Morella;MYRICACEAE;1;2;3;1;0;1;2;0;1;1;5;2;1
Morella_pubescens;Morella;MYRICACEAE;1;2;3;1;1;1;1;1;1;0;5;1;2
Morinda_debilis;Morinda;RUBIACEAE;0;1;3;1;1;0;2;1;2;0;5;2;3
Morinda_panamensis;Morinda;RUBIACEAE;1;2;3;1;2;1;1;1;1;0;5;1;3
Mosquitoxylum_jamaicense;Mosquitoxylum;ANACARDIACEAE;1;2;3;0;2;3;0;1;2;0;0;1;0
Mouriri_acutiflora;Mouriri;MELASTOMATACEAE;0;0;3;0;2;0;2;1;2;1;5;1;2
Mouriri_barinensis;Mouriri;MELASTOMATACEAE;1;2;3;0;2;2;0;1;1;1;5;1;4
Mouriri_chamissoana;Mouriri;MELASTOMATACEAE;1;2;3;0;2;1;1;1;2;1;0;0;5
Mouriri_huberi;Mouriri;MELASTOMATACEAE;1;2;3;0;2;2;2;1;2;1;5;1;1
Mouriri_SPP.;Mouriri;MELASTOMATACEAE;1;2;3;0;2;1;0;1;1;1;5;0;1
Myrcia_aff.;Myrcia;MYRTACEAE;0;2;3;0;2;1;0;1;1;1;5;1;2
Myrcia_amazonica;Myrcia;MYRTACEAE;1;2;3;0;2;2;0;0;2;1;5;1;3
Myrcia_guianensis;Myrcia;MYRTACEAE;1;2;3;0;2;2;1;1;2;1;1;1;3
Myrcia_minutiflora;Myrcia;MYRTACEAE;1;2;3;0;2;1;2;1;1;0;5;1;2
Myrcia_oerstediana;Myrcia;MYRTACEAE;1;2;3;0;2;1;2;1;1;0;5;2;4
Myrcia_pubipetala;Myrcia;MYRTACEAE;0;2;1;0;2;1;1;1;1;0;5;2;4
Myrcia_spp.;Myrcia;MYRTACEAE;1;2;1;0;2;2;1;1;2;0;5;1;4
Myrcianthes_pungens;Myrcianthes;MYRTACEAE;1;2;3;0;2;2;1;1;2;0;5;2;4
Myrciaria_floribunda;Myrciaria;MYRTACEAE;0;2;3;0;2;0;1;1;1;1;5;1;2
Myriocarpa_obovata;Myriocarpa;URTICACEAE;1;2;1;0;2;1;1;1;1;1;5;1;4
Myriocarpa_yzabalensis;Myriocarpa;URTICACEAE;1;2;3;0;2;1;0;0;2;1;5;0;5
Naucleopsis_concinna;Naucleopsis;MORACEAE;1;2;3;0;2;1;0;0;1;1;5;2;3
Naucleopsis_SPP.;Naucleopsis;MORACEAE;1;2;3;0;2;1;0;1;2;1;5;2;3
Nealchornea_yapurensis;Nealchornea;EUPHORBIACEAE;1;2;1;0;2;1;0;0;1;1;4;1;4
Nectandra_ambigens;Nectandra;LAURACEAE;1;2;3;0;2;0;0;0;1;1;5;0;1
Nectandra_coriacea;Nectandra;LAURACEAE;1;2;3;0;2;2;0;0;1;1;5;2;3
Nectandra_globosa;Nectandra;LAURACEAE;0;2;3;0;2;1;0;0;1;1;5;1;2
Nectandra_leucantha;Nectandra;LAURACEAE;0;2;3;0;2;3;0;0;1;1;5;2;2
Nectandra_puberula;Nectandra;LAURACEAE;0;2;3;0;2;1;0;0;1;1;5;1;2
Nectandra_reticulata;Nectandra;LAURACEAE;1;2;3;0;2;2;0;0;1;1;5;1;2
Nectandra_salicifolia;Nectandra;LAURACEAE;1;2;3;0;2;2;0;0;1;1;5;1;2
Nectandra_sanguinea;Nectandra;LAURACEAE;1;2;3;0;2;2;0;0;1;1;5;1;3
Neea_amplifolia;Neea;NYCTAGINACEAE;0;2;3;1;2;2;0;0;1;1;5;1;2
Neea_divaricata;Neea;NYCTAGINACEAE;1;2;3;0;2;1;2;1;1;1;5;0;3
Neea_floribunda;Neea;NYCTAGINACEAE;1;2;1;0;2;1;2;1;1;1;5;0;2
Neea_krukovii;Neea;NYCTAGINACEAE;1;2;1;0;2;1;0;1;2;1;4;0;3
Neea_madeirana;Neea;NYCTAGINACEAE;1;2;1;0;2;1;2;1;2;1;4;0;2
Nepsera_aquatica;Nepsera;MELASTOMATACEAE;1;2;3;0;2;0;0;1;2;1;5;0;1
Nicotiana_raimondii;Nicotiana;SOLANACEAE;1;2;3;0;2;0;0;1;1;1;5;1;5
Ochoterenaea_columbiana;Ochoterenaea;ANACARDIACEAE;1;2;3;0;2;3;0;0;1;1;5;2;4
Ochthocosmus_barrae;Ochthocosmus;IXONANTHACEAE;1;2;3;0;2;2;0;1;1;1;5;1;2
Ocotea_aciphylla;Ocotea;LAURACEAE;1;2;3;0;2;2;0;1;2;1;2;1;3
Ocotea_canaliculata;Ocotea;LAURACEAE;0;2;3;0;2;1;0;0;1;1;5;1;2
Ocotea_catharinensis;Ocotea;LAURACEAE;1;2;3;0;2;2;0;0;1;1;5;1;2
Ocotea_corymbosa;Ocotea;LAURACEAE;0;2;3;1;2;1;0;0;1;1;5;1;3
Ocotea_curucutuensis;Ocotea;LAURACEAE;1;2;3;0;2;1;2;0;1;1;5;1;2
Ocotea_dendrodaphne;Ocotea;LAURACEAE;0;2;3;0;2;2;0;0;1;1;5;1;2
Ocotea_diospyrifolia;Ocotea;LAURACEAE;1;2;3;0;2;2;0;0;1;1;5;2;3
Ocotea_guianensis;Ocotea;LAURACEAE;1;2;3;0;2;2;0;0;1;1;5;1;2
Ocotea_indecora;Ocotea;LAURACEAE;1;2;3;0;2;2;0;0;1;1;5;1;2
Ocotea_odorifera;Ocotea;LAURACEAE;0;2;3;0;2;1;0;0;1;1;5;1;2
Ocotea_porosa;Ocotea;LAURACEAE;0;2;3;0;2;1;0;1;1;1;5;1;3
Ocotea_puberula;Ocotea;LAURACEAE;0;2;3;0;2;1;0;0;0;1;5;1;2
Ocotea_pulchella;Ocotea;LAURACEAE;1;2;3;0;2;2;0;1;1;1;5;1;2
Ocotea_schomburgkiana;Ocotea;LAURACEAE;0;2;3;0;2;1;0;0;1;1;5;1;2
Ocotea_splendens;Ocotea;LAURACEAE;1;2;3;0;2;2;0;0;0;1;5;1;3
Ocotea_tomentella;Ocotea;LAURACEAE;1;2;3;0;2;2;0;0;1;1;5;1;3
Odontadenia_macrantha;Odontadenia;APOCYNACEAE;1;2;3;0;2;2;0;0;1;1;5;1;2
Oecopetalum_mexicanum;Oecopetalum;ICACINACEAE;1;2;3;0;2;1;0;0;1;0;5;1;4
Omphalea_oleifera;Omphalea;EUPHORBIACEAE;1;2;3;0;2;2;1;1;1;0;5;2;4
Ophiocaryon_manausense;Ophiocaryon;SABIACEAE;1;2;3;0;2;2;0;1;2;0;3;2;2
Oreocallis_grandiflora;Oreocallis;PROTEACEAE;1;1;3;0;2;0;0;0;1;1;5;2;5
Oreomunnea_pterocarpa;Oreomunnea;JUGLANDACEAE;1;2;0;0;2;0;1;1;1;0;1;3;2
Oreopanax_peltatus;Oreopanax;ARALIACEAE;1;2;1;0;2;2;0;1;1;0;1;1;2
Oreopanax_SPP.;Oreopanax;ARALIACEAE;1;2;3;0;0;1;0;1;0;1;5;2;3
Oreopanax_xalapense;Oreopanax;ARALIACEAE;1;2;3;1;1;1;0;0;0;0;5;2;3
Orthion_oblanceolatum;Orthion;VIOLACEAE;1;2;1;1;2;1;0;1;0;1;5;2;5
Orthopterygium_huaucui;Orthopterygium;ANACARDIACEAE;1;2;3;0;2;2;0;1;2;1;1;2;3
Osmanthus_americanus;Osmanthus;OLEACEAE;1;2;3;0;2;1;0;0;1;1;5;0;3
Ossaea_laxivenula;Ossaea;MELASTOMATACEAE;0;2;2;0;2;0;0;1;1;1;4;1;2
Ossaea_micrantha;Ossaea;MELASTOMATACEAE;1;2;3;0;2;0;0;0;1;1;5;0;1
Ostrya_virginiana;Ostrya;BETULACEAE;0;2;3;1;2;1;0;1;1;0;4;1;0
Otoba_SP.;Otoba;MYRISTICACEAE;0;2;1;0;2;1;0;1;1;0;1;1;2
Ottoschulzia_pallida;Ottoschulzia;ICACINACEAE;1;2;0;1;2;1;2;1;1;0;1;3;4
Ouratea_castaneaefolia;Ouratea;OCHNACEAE;1;2;3;1;1;1;2;1;1;1;5;3;5
Ouratea_spectabilis;Ouratea;OCHNACEAE;1;2;3;0;2;2;1;1;2;1;5;1;4
Oxandra_asbeckii;Oxandra;ANNONACEAE;1;2;3;0;2;1;2;1;1;1;5;2;5
Oxandra_lanceolata;Oxandra;ANNONACEAE;1;2;3;0;2;1;0;1;2;0;2;1;3
Oxandra_riedeliana;Oxandra;ANNONACEAE;1;2;3;0;2;0;2;1;2;0;3;2;3
Oxandra_venezuela;Oxandra;ANNONACEAE;1;2;3;0;2;2;0;1;1;0;1;2;3
Pachyanthus_cubensis;Pachyanthus;MELASTOMATACEAE;0;2;3;0;2;1;0;1;1;0;1;3;0
Pachycormus_discolor;Pachycormus;ANACARDIACEAE;1;2;3;0;2;1;0;0;1;1;5;0;3
Pachyloma_huberioides;Pachyloma;MELASTOMATACEAE;0;2;3;0;2;1;0;1;1;1;5;2;2
Pagamea_capitata;Pagamea;RUBIACEAE;1;2;1;0;2;2;0;0;1;1;5;1;5
Pagamea_guianensis;Pagamea;RUBIACEAE;0;2;3;0;2;1;1;1;1;1;1;1;4
Pagamea_SPP.;Pagamea;RUBIACEAE;1;2;3;2;2;2;2;1;1;0;0;2;4
Palicourea_crocea;Palicourea;RUBIACEAE;1;2;3;0;2;2;1;1;2;1;5;1;3
Palicourea_guianensis;Palicourea;RUBIACEAE;1;2;3;0;2;1;1;0;1;0;5;1;3
Panopsis_sessilifolia;Panopsis;PROTEACEAE;1;2;3;0;2;0;0;0;2;0;5;2;4
Parahancornia_fasciculata;Parahancornia;APOCYNACEAE;1;2;3;0;2;2;0;1;2;1;0;1;2
Parahancornia_peruviana;Parahancornia;APOCYNACEAE;1;2;3;0;2;2;1;1;1;0;1;1;0
Parinari_campestris;Parinari;CHRYSOBALANACEAE;1;1;1;0;2;1;0;1;1;1;4;1;0
Parinari_SPP.;Parinari;CHRYSOBALANACEAE;1;2;3;0;2;3;1;1;1;0;1;0;3
Parmentiera_macrophylla;Parmentiera;BIGNONIACEAE;1;2;1;0;2;3;1;1;2;0;2;0;3
Parthenium_argentatum;Parthenium;ASTERACEAE;1;2;3;2;2;1;0;0;1;1;4;1;0
Parthenium_incanum;Parthenium;ASTERACEAE;0;0;3;0;2;1;0;1;2;1;5;2;2
Passiflora_mollissima;Passiflora;PASSIFLORACEAE;1;2;1;0;2;1;0;1;2;0;1;1;4
Pausandra_spp.;Pausandra;EUPHORBIACEAE;1;2;3;0;2;3;0;1;1;1;5;3;5
Paypayrola_guianensis;Paypayrola;VIOLACEAE;1;2;3;0;2;0;0;1;2;0;1;1;4
Paypayrola_SP.;Paypayrola;VIOLACEAE;1;2;1;1;0;0;0;0;2;0;5;2;5
Pelliciera_rhizophorae;Pelliciera;TETRAMERISTACEAE;1;2;3;0;2;1;0;0;1;1;5;0;3
Peltanthera_floribunda;Peltanthera;LOGANIACEAE;1;2;3;0;2;1;0;0;1;1;5;0;5
Pentagonia_macrophylla;Pentagonia;RUBIACEAE;1;2;3;0;2;1;0;1;1;1;5;1;1
Pera_arborea;Pera;PERACEAE;1;2;3;0;2;2;0;0;2;1;5;2;5
Pera_bicolor;Pera;PERACEAE;1;2;3;0;2;2;1;1;2;0;1;0;3
Pera_glabrata;Pera;PERACEAE;1;2;3;0;2;2;0;1;1;0;1;0;5
Pera_spp.;Pera;PERACEAE;1;2;1;0;2;2;1;1;2;0;1;1;4
Pereskia_guamacho;Pereskia;CACTACEAE;1;2;3;0;2;2;0;0;1;1;1;2;3
Perianthomega_vellozoi;Perianthomega;BIGNONIACEAE;1;2;3;0;1;2;0;1;1;1;5;2;2
Peritassa_SPP.;Peritassa;CELASTRACEAE;1;2;3;0;2;2;0;0;1;1;5;1;5
Perrottetia_longistylis;Perrottetia;CELASTRACEAE;1;2;3;0;2;1;2;0;1;1;5;0;5
Persea_americana;Persea;LAURACEAE;1;2;3;1;1;1;1;0;1;0;5;2;4
Persea_caerulea;Persea;LAURACEAE;1;2;1;0;2;1;0;1;1;1;5;2;3
Persea_venosa;Persea;LAURACEAE;1;2;3;0;2;2;0;1;1;1;5;1;2
Petrea_volubilis;Petrea;VERBENACEAE;1;2;3;0;2;2;0;0;2;1;5;1;3
